match_id,wc_year,match_date,stage,stage_group,host_country,team,opponent,home_away,goals_for,goals_against,goal_difference,penalties_for,penalties_against,result_final,points,attendance
1998-0232,1998,1998-07-07,Semi-finals,Knockout,France,Brazil,Netherlands,Home,1,1,0,4,2,Win on penalties,3,60000
1998-0232,1998,1998-07-07,Semi-finals,Knockout,France,Netherlands,Brazil,Away,1,1,0,2,4,Loss on penalties,0,60000
1998-0233,1998,1998-07-04,Quarter-finals,Knockout,France,Netherlands,Argentina,Home,2,1,1,0,0,Win,3,60000
1998-0233,1998,1998-07-04,Quarter-finals,Knockout,France,Argentina,Netherlands,Away,1,2,-1,0,0,Loss,0,60000
1998-0234,1998,1998-07-04,Quarter-finals,Knockout,France,Germany,Croatia,Home,0,3,-3,0,0,Loss,0,43300
1998-0234,1998,1998-07-04,Quarter-finals,Knockout,France,Croatia,Germany,Away,3,0,3,0,0,Win,3,43300
1998-0235,1998,1998-07-03,Quarter-finals,Knockout,France,Italy,France,Home,0,0,0,3,4,Loss on penalties,0,80000
1998-0235,1998,1998-07-03,Quarter-finals,Knockout,France,France,Italy,Away,0,0,0,4,3,Win on penalties,3,80000
1998-0236,1998,1998-07-03,Quarter-finals,Knockout,France,Brazil,Denmark,Home,3,2,1,0,0,Win,3,49500
1998-0236,1998,1998-07-03,Quarter-finals,Knockout,France,Denmark,Brazil,Away,2,3,-1,0,0,Loss,0,49500
1998-0237,1998,1998-06-30,Round of 16,Knockout,France,Romania,Croatia,Home,0,1,-1,0,0,Loss,0,31800
1998-0237,1998,1998-06-30,Round of 16,Knockout,France,Croatia,Romania,Away,1,0,1,0,0,Win,3,31800
2014-0238,2014,2014-07-12,Third-place match,Placement,Brazil,Brazil,Netherlands,Home,0,3,-3,0,0,Loss,0,68034
2014-0238,2014,2014-07-12,Third-place match,Placement,Brazil,Netherlands,Brazil,Away,3,0,3,0,0,Win,3,68034
1998-0239,1998,1998-06-30,Round of 16,Knockout,France,Argentina,England,Home,2,2,0,4,3,Win on penalties,3,30600
1998-0239,1998,1998-06-30,Round of 16,Knockout,France,England,Argentina,Away,2,2,0,3,4,Loss on penalties,0,30600
2014-0240,2014,2014-07-09,Semi-finals,Knockout,Brazil,Netherlands,Argentina,Home,0,0,0,2,4,Loss on penalties,0,63267
2014-0240,2014,2014-07-09,Semi-finals,Knockout,Brazil,Argentina,Netherlands,Away,0,0,0,4,2,Win on penalties,3,63267
1998-0241,1998,1998-06-29,Round of 16,Knockout,France,Germany,Mexico,Home,2,1,1,0,0,Win,3,29800
1998-0241,1998,1998-06-29,Round of 16,Knockout,France,Mexico,Germany,Away,1,2,-1,0,0,Loss,0,29800
2014-0242,2014,2014-07-08,Semi-finals,Knockout,Brazil,Brazil,Germany,Home,1,7,-6,0,0,Loss,0,58141
2014-0242,2014,2014-07-08,Semi-finals,Knockout,Brazil,Germany,Brazil,Away,7,1,6,0,0,Win,3,58141
1998-0243,1998,1998-06-29,Round of 16,Knockout,France,Netherlands,FR Yugoslavia,Home,2,1,1,0,0,Win,3,33000
1998-0243,1998,1998-06-29,Round of 16,Knockout,France,FR Yugoslavia,Netherlands,Away,1,2,-1,0,0,Loss,0,33000
2014-0244,2014,2014-07-05,Quarter-finals,Knockout,Brazil,Argentina,Belgium,Home,1,0,1,0,0,Win,3,68551
2014-0244,2014,2014-07-05,Quarter-finals,Knockout,Brazil,Belgium,Argentina,Away,0,1,-1,0,0,Loss,0,68551
1998-0245,1998,1998-06-28,Round of 16,Knockout,France,France,Paraguay,Home,1,0,1,0,0,Win,3,31800
1998-0245,1998,1998-06-28,Round of 16,Knockout,France,Paraguay,France,Away,0,1,-1,0,0,Loss,0,31800
2014-0246,2014,2014-07-05,Quarter-finals,Knockout,Brazil,Netherlands,Costa Rica,Home,0,0,0,4,3,Win on penalties,3,51179
2014-0246,2014,2014-07-05,Quarter-finals,Knockout,Brazil,Costa Rica,Netherlands,Away,0,0,0,3,4,Loss on penalties,0,51179
1998-0247,1998,1998-06-28,Round of 16,Knockout,France,Nigeria,Denmark,Home,1,4,-3,0,0,Loss,0,77000
1998-0247,1998,1998-06-28,Round of 16,Knockout,France,Denmark,Nigeria,Away,4,1,3,0,0,Win,3,77000
2014-0248,2014,2014-07-04,Quarter-finals,Knockout,Brazil,France,Germany,Home,0,1,-1,0,0,Loss,0,74240
2014-0248,2014,2014-07-04,Quarter-finals,Knockout,Brazil,Germany,France,Away,1,0,1,0,0,Win,3,74240
1998-0249,1998,1998-06-27,Round of 16,Knockout,France,Italy,Norway,Home,1,0,1,0,0,Win,3,55000
1998-0249,1998,1998-06-27,Round of 16,Knockout,France,Norway,Italy,Away,0,1,-1,0,0,Loss,0,55000
2014-0250,2014,2014-07-04,Quarter-finals,Knockout,Brazil,Brazil,Colombia,Home,2,1,1,0,0,Win,3,60342
2014-0250,2014,2014-07-04,Quarter-finals,Knockout,Brazil,Colombia,Brazil,Away,1,2,-1,0,0,Loss,0,60342
1998-0251,1998,1998-06-27,Round of 16,Knockout,France,Brazil,Chile,Home,4,1,3,0,0,Win,3,45500
1998-0251,1998,1998-06-27,Round of 16,Knockout,France,Chile,Brazil,Away,1,4,-3,0,0,Loss,0,45500
2014-0252,2014,2014-07-01,Round of 16,Knockout,Brazil,Argentina,Switzerland,Home,1,0,1,0,0,Win,3,63255
2014-0252,2014,2014-07-01,Round of 16,Knockout,Brazil,Switzerland,Argentina,Away,0,1,-1,0,0,Loss,0,63255
1998-0253,1998,1998-06-26,Group stage,Group,France,Argentina,Croatia,Home,1,0,1,0,0,Win,3,31800
1998-0253,1998,1998-06-26,Group stage,Group,France,Croatia,Argentina,Away,0,1,-1,0,0,Loss,0,31800
2014-0254,2014,2014-07-01,Round of 16,Knockout,Brazil,Belgium,United States,Home,2,1,1,0,0,Win,3,51227
2014-0254,2014,2014-07-01,Round of 16,Knockout,Brazil,United States,Belgium,Away,1,2,-1,0,0,Loss,0,51227
1998-0255,1998,1998-06-26,Group stage,Group,France,Japan,Jamaica,Home,1,2,-1,0,0,Loss,0,39100
1998-0255,1998,1998-06-26,Group stage,Group,France,Jamaica,Japan,Away,2,1,1,0,0,Win,3,39100
2014-0256,2014,2014-06-30,Round of 16,Knockout,Brazil,France,Nigeria,Home,2,0,2,0,0,Win,3,67882
2014-0256,2014,2014-06-30,Round of 16,Knockout,Brazil,Nigeria,France,Away,0,2,-2,0,0,Loss,0,67882
1998-0257,1998,1998-06-26,Group stage,Group,France,Romania,Tunisia,Home,1,1,0,0,0,Draw,1,80000
1998-0257,1998,1998-06-26,Group stage,Group,France,Tunisia,Romania,Away,1,1,0,0,0,Draw,1,80000
2014-0258,2014,2014-06-30,Round of 16,Knockout,Brazil,Germany,Algeria,Home,2,1,1,0,0,Win,3,43063
2014-0258,2014,2014-06-30,Round of 16,Knockout,Brazil,Algeria,Germany,Away,1,2,-1,0,0,Loss,0,43063
1998-0259,1998,1998-06-26,Group stage,Group,France,Colombia,England,Home,0,2,-2,0,0,Loss,0,42000
1998-0259,1998,1998-06-26,Group stage,Group,France,England,Colombia,Away,2,0,2,0,0,Win,3,42000
1998-0260,1998,1998-06-25,Group stage,Group,France,Netherlands,Mexico,Home,2,2,0,0,0,Draw,1,30600
1998-0260,1998,1998-06-25,Group stage,Group,France,Mexico,Netherlands,Away,2,2,0,0,0,Draw,1,30600
2014-0261,2014,2014-06-29,Round of 16,Knockout,Brazil,Netherlands,Mexico,Home,2,1,1,0,0,Win,3,58817
2014-0261,2014,2014-06-29,Round of 16,Knockout,Brazil,Mexico,Netherlands,Away,1,2,-1,0,0,Loss,0,58817
1998-0262,1998,1998-06-25,Group stage,Group,France,Belgium,Korea Republic,Home,1,1,0,0,0,Draw,1,45500
1998-0262,1998,1998-06-25,Group stage,Group,France,Korea Republic,Belgium,Away,1,1,0,0,0,Draw,1,45500
2014-0263,2014,2014-06-29,Round of 16,Knockout,Brazil,Costa Rica,Greece,Home,1,1,0,5,3,Win on penalties,3,41242
2014-0263,2014,2014-06-29,Round of 16,Knockout,Brazil,Greece,Costa Rica,Away,1,1,0,3,5,Loss on penalties,0,41242
1998-0264,1998,1998-06-25,Group stage,Group,France,United States,FR Yugoslavia,Home,0,1,-1,0,0,Loss,0,38500
1998-0264,1998,1998-06-25,Group stage,Group,France,FR Yugoslavia,United States,Away,1,0,1,0,0,Win,3,38500
2014-0265,2014,2014-06-28,Round of 16,Knockout,Brazil,Brazil,Chile,Home,1,1,0,3,2,Win on penalties,3,57714
2014-0265,2014,2014-06-28,Round of 16,Knockout,Brazil,Chile,Brazil,Away,1,1,0,2,3,Loss on penalties,0,57714
1998-0266,1998,1998-06-25,Group stage,Group,France,Germany,IR Iran,Home,2,0,2,0,0,Win,3,35500
1998-0266,1998,1998-06-25,Group stage,Group,France,IR Iran,Germany,Away,0,2,-2,0,0,Loss,0,35500
2014-0267,2014,2014-06-28,Round of 16,Knockout,Brazil,Colombia,Uruguay,Home,2,0,2,0,0,Win,3,73804
2014-0267,2014,2014-06-28,Round of 16,Knockout,Brazil,Uruguay,Colombia,Away,0,2,-2,0,0,Loss,0,73804
1998-0268,1998,1998-06-24,Group stage,Group,France,South Africa,Saudi Arabia,Home,2,2,0,0,0,Draw,1,31800
1998-0268,1998,1998-06-24,Group stage,Group,France,Saudi Arabia,South Africa,Away,2,2,0,0,0,Draw,1,31800
2014-0269,2014,2014-06-26,Group stage,Group,Brazil,United States,Germany,Home,0,1,-1,0,0,Loss,0,41876
2014-0269,2014,2014-06-26,Group stage,Group,Brazil,Germany,United States,Away,1,0,1,0,0,Win,3,41876
1998-0270,1998,1998-06-24,Group stage,Group,France,France,Denmark,Home,2,1,1,0,0,Win,3,39100
1998-0270,1998,1998-06-24,Group stage,Group,France,Denmark,France,Away,1,2,-1,0,0,Loss,0,39100
2014-0271,2014,2014-06-26,Group stage,Group,Brazil,Portugal,Ghana,Home,2,1,1,0,0,Win,3,67540
2014-0271,2014,2014-06-26,Group stage,Group,Brazil,Ghana,Portugal,Away,1,2,-1,0,0,Loss,0,67540
1998-0272,1998,1998-06-24,Group stage,Group,France,Spain,Bulgaria,Home,6,1,5,0,0,Win,3,41275
1998-0272,1998,1998-06-24,Group stage,Group,France,Bulgaria,Spain,Away,1,6,-5,0,0,Loss,0,41275
2014-0273,2014,2014-06-26,Group stage,Group,Brazil,Korea Republic,Belgium,Home,0,1,-1,0,0,Loss,0,61397
2014-0273,2014,2014-06-26,Group stage,Group,Brazil,Belgium,Korea Republic,Away,1,0,1,0,0,Win,3,61397
1998-0274,1998,1998-06-24,Group stage,Group,France,Nigeria,Paraguay,Home,1,3,-2,0,0,Loss,0,33400
1998-0274,1998,1998-06-24,Group stage,Group,France,Paraguay,Nigeria,Away,3,1,2,0,0,Win,3,33400
2014-0275,2014,2014-06-26,Group stage,Group,Brazil,Algeria,Russia,Home,1,1,0,0,0,Draw,1,39311
2014-0275,2014,2014-06-26,Group stage,Group,Brazil,Russia,Algeria,Away,1,1,0,0,0,Draw,1,39311
1998-0276,1998,1998-06-23,Group stage,Group,France,Italy,Austria,Home,2,1,1,0,0,Win,3,80000
1998-0276,1998,1998-06-23,Group stage,Group,France,Austria,Italy,Away,1,2,-1,0,0,Loss,0,80000
1998-0277,1998,1998-06-23,Group stage,Group,France,Chile,Cameroon,Home,1,1,0,0,0,Draw,1,39500
1998-0277,1998,1998-06-23,Group stage,Group,France,Cameroon,Chile,Away,1,1,0,0,0,Draw,1,39500
1998-0278,1998,1998-06-23,Group stage,Group,France,Brazil,Norway,Home,1,2,-1,0,0,Loss,0,57000
1998-0278,1998,1998-06-23,Group stage,Group,France,Norway,Brazil,Away,2,1,1,0,0,Win,3,57000
1998-0279,1998,1998-06-23,Group stage,Group,France,Scotland,Morocco,Home,0,3,-3,0,0,Loss,0,36000
1998-0279,1998,1998-06-23,Group stage,Group,France,Morocco,Scotland,Away,3,0,3,0,0,Win,3,36000
1998-0280,1998,1998-06-22,Group stage,Group,France,Colombia,Tunisia,Home,1,0,1,0,0,Win,3,35500
1998-0280,1998,1998-06-22,Group stage,Group,France,Tunisia,Colombia,Away,0,1,-1,0,0,Loss,0,35500
1998-0281,1998,1998-06-22,Group stage,Group,France,Romania,England,Home,2,1,1,0,0,Win,3,33140
1998-0281,1998,1998-06-22,Group stage,Group,France,England,Romania,Away,1,2,-1,0,0,Loss,0,33140
1998-0282,1998,1998-06-21,Group stage,Group,France,Germany,FR Yugoslavia,Home,2,2,0,0,0,Draw,1,41275
1998-0282,1998,1998-06-21,Group stage,Group,France,FR Yugoslavia,Germany,Away,2,2,0,0,0,Draw,1,41275
1998-0283,1998,1998-06-21,Group stage,Group,France,Argentina,Jamaica,Home,5,0,5,0,0,Win,3,45500
1998-0283,1998,1998-06-21,Group stage,Group,France,Jamaica,Argentina,Away,0,5,-5,0,0,Loss,0,45500
1998-0284,1998,1998-06-21,Group stage,Group,France,United States,IR Iran,Home,1,2,-1,0,0,Loss,0,43300
1998-0284,1998,1998-06-21,Group stage,Group,France,IR Iran,United States,Away,2,1,1,0,0,Win,3,43300
1998-0285,1998,1998-06-20,Group stage,Group,France,Japan,Croatia,Home,0,1,-1,0,0,Loss,0,35500
1998-0285,1998,1998-06-20,Group stage,Group,France,Croatia,Japan,Away,1,0,1,0,0,Win,3,35500
2010-0286,2010,2010-06-15,Group stage,Group,South Africa,Côte d'Ivoire,Portugal,Home,0,0,0,0,0,Draw,1,37034
2010-0286,2010,2010-06-15,Group stage,Group,South Africa,Portugal,Côte d'Ivoire,Away,0,0,0,0,0,Draw,1,37034
1998-0287,1998,1998-06-20,Group stage,Group,France,Belgium,Mexico,Home,2,2,0,0,0,Draw,1,31800
1998-0287,1998,1998-06-20,Group stage,Group,France,Mexico,Belgium,Away,2,2,0,0,0,Draw,1,31800
1998-0288,1998,1998-06-20,Group stage,Group,France,Netherlands,Korea Republic,Home,5,0,5,0,0,Win,3,55000
1998-0288,1998,1998-06-20,Group stage,Group,France,Korea Republic,Netherlands,Away,0,5,-5,0,0,Loss,0,55000
2010-0289,2010,2010-06-15,Group stage,Group,South Africa,Brazil,Korea DPR,Home,2,1,1,0,0,Win,3,54331
2010-0289,2010,2010-06-15,Group stage,Group,South Africa,Korea DPR,Brazil,Away,1,2,-1,0,0,Loss,0,54331
2010-0290,2010,2010-06-14,Group stage,Group,South Africa,Netherlands,Denmark,Home,2,0,2,0,0,Win,3,83465
2010-0290,2010,2010-06-14,Group stage,Group,South Africa,Denmark,Netherlands,Away,0,2,-2,0,0,Loss,0,83465
2010-0291,2010,2010-06-14,Group stage,Group,South Africa,Japan,Cameroon,Home,1,0,1,0,0,Win,3,30620
2010-0291,2010,2010-06-14,Group stage,Group,South Africa,Cameroon,Japan,Away,0,1,-1,0,0,Loss,0,30620
1998-0292,1998,1998-06-19,Group stage,Group,France,Nigeria,Bulgaria,Home,1,0,1,0,0,Win,3,48000
1998-0292,1998,1998-06-19,Group stage,Group,France,Bulgaria,Nigeria,Away,0,1,-1,0,0,Loss,0,48000
2010-0293,2010,2010-06-14,Group stage,Group,South Africa,Italy,Paraguay,Home,1,1,0,0,0,Draw,1,62869
2010-0293,2010,2010-06-14,Group stage,Group,South Africa,Paraguay,Italy,Away,1,1,0,0,0,Draw,1,62869
1998-0294,1998,1998-06-19,Group stage,Group,France,Spain,Paraguay,Home,0,0,0,0,0,Draw,1,36000
1998-0294,1998,1998-06-19,Group stage,Group,France,Paraguay,Spain,Away,0,0,0,0,0,Draw,1,36000
2010-0295,2010,2010-06-13,Group stage,Group,South Africa,Algeria,Slovenia,Home,0,1,-1,0,0,Loss,0,30325
2010-0295,2010,2010-06-13,Group stage,Group,South Africa,Slovenia,Algeria,Away,1,0,1,0,0,Win,3,30325
1998-0296,1998,1998-06-18,Group stage,Group,France,South Africa,Denmark,Home,1,1,0,0,0,Draw,1,33500
1998-0296,1998,1998-06-18,Group stage,Group,France,Denmark,South Africa,Away,1,1,0,0,0,Draw,1,33500
2010-0297,2010,2010-06-13,Group stage,Group,South Africa,Serbia,Ghana,Home,0,1,-1,0,0,Loss,0,38833
2010-0297,2010,2010-06-13,Group stage,Group,South Africa,Ghana,Serbia,Away,1,0,1,0,0,Win,3,38833
1998-0298,1998,1998-06-18,Group stage,Group,France,France,Saudi Arabia,Home,4,0,4,0,0,Win,3,80000
1998-0298,1998,1998-06-18,Group stage,Group,France,Saudi Arabia,France,Away,0,4,-4,0,0,Loss,0,80000
2010-0299,2010,2010-06-13,Group stage,Group,South Africa,Germany,Australia,Home,4,0,4,0,0,Win,3,62660
2010-0299,2010,2010-06-13,Group stage,Group,South Africa,Australia,Germany,Away,0,4,-4,0,0,Loss,0,62660
1998-0300,1998,1998-06-17,Group stage,Group,France,Chile,Austria,Home,1,1,0,0,0,Draw,1,36000
1998-0300,1998,1998-06-17,Group stage,Group,France,Austria,Chile,Away,1,1,0,0,0,Draw,1,36000
2010-0301,2010,2010-06-12,Group stage,Group,South Africa,Korea Republic,Greece,Home,2,0,2,0,0,Win,3,31513
2010-0301,2010,2010-06-12,Group stage,Group,South Africa,Greece,Korea Republic,Away,0,2,-2,0,0,Loss,0,31513
1998-0302,1998,1998-06-17,Group stage,Group,France,Italy,Cameroon,Home,3,0,3,0,0,Win,3,35500
1998-0302,1998,1998-06-17,Group stage,Group,France,Cameroon,Italy,Away,0,3,-3,0,0,Loss,0,35500
2010-0303,2010,2010-06-12,Group stage,Group,South Africa,Argentina,Nigeria,Home,1,0,1,0,0,Win,3,55686
2010-0303,2010,2010-06-12,Group stage,Group,South Africa,Nigeria,Argentina,Away,0,1,-1,0,0,Loss,0,55686
1998-0304,1998,1998-06-16,Group stage,Group,France,Scotland,Norway,Home,1,1,0,0,0,Draw,1,31800
1998-0304,1998,1998-06-16,Group stage,Group,France,Norway,Scotland,Away,1,1,0,0,0,Draw,1,31800
2010-0305,2010,2010-06-12,Group stage,Group,South Africa,England,United States,Home,1,1,0,0,0,Draw,1,38646
2010-0305,2010,2010-06-12,Group stage,Group,South Africa,United States,England,Away,1,1,0,0,0,Draw,1,38646
1998-0306,1998,1998-06-16,Group stage,Group,France,Brazil,Morocco,Home,3,0,3,0,0,Win,3,38500
1998-0306,1998,1998-06-16,Group stage,Group,France,Morocco,Brazil,Away,0,3,-3,0,0,Loss,0,38500
2010-0307,2010,2010-06-11,Group stage,Group,South Africa,South Africa,Mexico,Home,1,1,0,0,0,Draw,1,84490
2010-0307,2010,2010-06-11,Group stage,Group,South Africa,Mexico,South Africa,Away,1,1,0,0,0,Draw,1,84490
1998-0308,1998,1998-06-15,Group stage,Group,France,England,Tunisia,Home,2,0,2,0,0,Win,3,54587
1998-0308,1998,1998-06-15,Group stage,Group,France,Tunisia,England,Away,0,2,-2,0,0,Loss,0,54587
2010-0309,2010,2010-06-11,Group stage,Group,South Africa,Uruguay,France,Home,0,0,0,0,0,Draw,1,64100
2010-0309,2010,2010-06-11,Group stage,Group,South Africa,France,Uruguay,Away,0,0,0,0,0,Draw,1,64100
1998-0310,1998,1998-06-15,Group stage,Group,France,Romania,Colombia,Home,1,0,1,0,0,Win,3,43300
1998-0310,1998,1998-06-15,Group stage,Group,France,Colombia,Romania,Away,0,1,-1,0,0,Loss,0,43300
2006-0311,2006,2006-07-09,Final,Final,Germany,Italy,France,Home,1,1,0,5,3,Win on penalties,3,69000
2006-0311,2006,2006-07-09,Final,Final,Germany,France,Italy,Away,1,1,0,3,5,Loss on penalties,0,69000
2006-0312,2006,2006-07-08,Third-place match,Placement,Germany,Germany,Portugal,Home,3,1,2,0,0,Win,3,52000
2006-0312,2006,2006-07-08,Third-place match,Placement,Germany,Portugal,Germany,Away,1,3,-2,0,0,Loss,0,52000
1998-0313,1998,1998-06-15,Group stage,Group,France,Germany,United States,Home,2,0,2,0,0,Win,3,49000
1998-0313,1998,1998-06-15,Group stage,Group,France,United States,Germany,Away,0,2,-2,0,0,Loss,0,49000
1998-0314,1998,1998-06-14,Group stage,Group,France,Argentina,Japan,Home,1,0,1,0,0,Win,3,33500
1998-0314,1998,1998-06-14,Group stage,Group,France,Japan,Argentina,Away,0,1,-1,0,0,Loss,0,33500
2006-0315,2006,2006-07-05,Semi-finals,Knockout,Germany,Portugal,France,Home,0,1,-1,0,0,Loss,0,66000
2006-0315,2006,2006-07-05,Semi-finals,Knockout,Germany,France,Portugal,Away,1,0,1,0,0,Win,3,66000
2006-0316,2006,2006-07-04,Semi-finals,Knockout,Germany,Germany,Italy,Home,0,2,-2,0,0,Loss,0,65000
2006-0316,2006,2006-07-04,Semi-finals,Knockout,Germany,Italy,Germany,Away,2,0,2,0,0,Win,3,65000
1998-0317,1998,1998-06-14,Group stage,Group,France,FR Yugoslavia,IR Iran,Home,1,0,1,0,0,Win,3,36000
1998-0317,1998,1998-06-14,Group stage,Group,France,IR Iran,FR Yugoslavia,Away,0,1,-1,0,0,Loss,0,36000
2006-0318,2006,2006-07-01,Quarter-finals,Knockout,Germany,England,Portugal,Home,0,0,0,1,3,Loss on penalties,0,52000
2006-0318,2006,2006-07-01,Quarter-finals,Knockout,Germany,Portugal,England,Away,0,0,0,3,1,Win on penalties,3,52000
1998-0319,1998,1998-06-14,Group stage,Group,France,Jamaica,Croatia,Home,1,3,-2,0,0,Loss,0,38100
1998-0319,1998,1998-06-14,Group stage,Group,France,Croatia,Jamaica,Away,3,1,2,0,0,Win,3,38100
2006-0320,2006,2006-07-01,Quarter-finals,Knockout,Germany,Brazil,France,Home,0,1,-1,0,0,Loss,0,48000
2006-0320,2006,2006-07-01,Quarter-finals,Knockout,Germany,France,Brazil,Away,1,0,1,0,0,Win,3,48000
1998-0321,1998,1998-06-13,Group stage,Group,France,Spain,Nigeria,Home,2,3,-1,0,0,Loss,0,38000
1998-0321,1998,1998-06-13,Group stage,Group,France,Nigeria,Spain,Away,3,2,1,0,0,Win,3,38000
2006-0322,2006,2006-06-30,Quarter-finals,Knockout,Germany,Germany,Argentina,Home,1,1,0,4,2,Win on penalties,3,72000
2006-0322,2006,2006-06-30,Quarter-finals,Knockout,Germany,Argentina,Germany,Away,1,1,0,2,4,Loss on penalties,0,72000
1998-0323,1998,1998-06-13,Group stage,Group,France,Korea Republic,Mexico,Home,1,3,-2,0,0,Loss,0,39100
1998-0323,1998,1998-06-13,Group stage,Group,France,Mexico,Korea Republic,Away,3,1,2,0,0,Win,3,39100
2006-0324,2006,2006-06-30,Quarter-finals,Knockout,Germany,Italy,Ukraine,Home,3,0,3,0,0,Win,3,50000
2006-0324,2006,2006-06-30,Quarter-finals,Knockout,Germany,Ukraine,Italy,Away,0,3,-3,0,0,Loss,0,50000
1998-0325,1998,1998-06-13,Group stage,Group,France,Netherlands,Belgium,Home,0,0,0,0,0,Draw,1,77000
1998-0325,1998,1998-06-13,Group stage,Group,France,Belgium,Netherlands,Away,0,0,0,0,0,Draw,1,77000
1998-0326,1998,1998-06-12,Group stage,Group,France,Paraguay,Bulgaria,Home,0,0,0,0,0,Draw,1,27650
1998-0326,1998,1998-06-12,Group stage,Group,France,Bulgaria,Paraguay,Away,0,0,0,0,0,Draw,1,27650
1998-0327,1998,1998-06-12,Group stage,Group,France,Saudi Arabia,Denmark,Home,0,1,-1,0,0,Loss,0,38100
1998-0327,1998,1998-06-12,Group stage,Group,France,Denmark,Saudi Arabia,Away,1,0,1,0,0,Win,3,38100
1998-0328,1998,1998-06-12,Group stage,Group,France,France,South Africa,Home,3,0,3,0,0,Win,3,55000
1998-0328,1998,1998-06-12,Group stage,Group,France,South Africa,France,Away,0,3,-3,0,0,Loss,0,55000
1998-0329,1998,1998-06-11,Group stage,Group,France,Italy,Chile,Home,2,2,0,0,0,Draw,1,35200
1998-0329,1998,1998-06-11,Group stage,Group,France,Chile,Italy,Away,2,2,0,0,0,Draw,1,35200
1998-0330,1998,1998-06-11,Group stage,Group,France,Cameroon,Austria,Home,1,1,0,0,0,Draw,1,36500
1998-0330,1998,1998-06-11,Group stage,Group,France,Austria,Cameroon,Away,1,1,0,0,0,Draw,1,36500
2014-0331,2014,2014-06-25,Group stage,Group,Brazil,Bosnia and Herzegovina,IR Iran,Home,3,1,2,0,0,Win,3,48011
2014-0331,2014,2014-06-25,Group stage,Group,Brazil,IR Iran,Bosnia and Herzegovina,Away,1,3,-2,0,0,Loss,0,48011
1998-0332,1998,1998-06-10,Group stage,Group,France,Brazil,Scotland,Home,2,1,1,0,0,Win,3,80000
1998-0332,1998,1998-06-10,Group stage,Group,France,Scotland,Brazil,Away,1,2,-1,0,0,Loss,0,80000
1998-0333,1998,1998-06-10,Group stage,Group,France,Morocco,Norway,Home,2,2,0,0,0,Draw,1,29750
1998-0333,1998,1998-06-10,Group stage,Group,France,Norway,Morocco,Away,2,2,0,0,0,Draw,1,29750
2014-0334,2014,2014-06-25,Group stage,Group,Brazil,Nigeria,Argentina,Home,2,3,-1,0,0,Loss,0,43285
2014-0334,2014,2014-06-25,Group stage,Group,Brazil,Argentina,Nigeria,Away,3,2,1,0,0,Win,3,43285
1994-0335,1994,1994-07-17,Final,Final,United States,Brazil,Italy,Home,0,0,0,3,2,Win on penalties,3,94194
1994-0335,1994,1994-07-17,Final,Final,United States,Italy,Brazil,Away,0,0,0,2,3,Loss on penalties,0,94194
2014-0336,2014,2014-06-25,Group stage,Group,Brazil,Honduras,Switzerland,Home,0,3,-3,0,0,Loss,0,40322
2014-0336,2014,2014-06-25,Group stage,Group,Brazil,Switzerland,Honduras,Away,3,0,3,0,0,Win,3,40322
2014-0337,2014,2014-06-25,Group stage,Group,Brazil,Ecuador,France,Home,0,0,0,0,0,Draw,1,73749
2014-0337,2014,2014-06-25,Group stage,Group,Brazil,France,Ecuador,Away,0,0,0,0,0,Draw,1,73749
1994-0338,1994,1994-07-16,Third-place match,Placement,United States,Sweden,Bulgaria,Home,4,0,4,0,0,Win,3,91500
1994-0338,1994,1994-07-16,Third-place match,Placement,United States,Bulgaria,Sweden,Away,0,4,-4,0,0,Loss,0,91500
1994-0339,1994,1994-07-13,Semi-finals,Knockout,United States,Bulgaria,Italy,Home,1,2,-1,0,0,Loss,0,74110
1994-0339,1994,1994-07-13,Semi-finals,Knockout,United States,Italy,Bulgaria,Away,2,1,1,0,0,Win,3,74110
1994-0340,1994,1994-07-13,Semi-finals,Knockout,United States,Sweden,Brazil,Home,0,1,-1,0,0,Loss,0,91856
1994-0340,1994,1994-07-13,Semi-finals,Knockout,United States,Brazil,Sweden,Away,1,0,1,0,0,Win,3,91856
1994-0341,1994,1994-07-10,Quarter-finals,Knockout,United States,Bulgaria,Germany,Home,2,1,1,0,0,Win,3,72000
1994-0341,1994,1994-07-10,Quarter-finals,Knockout,United States,Germany,Bulgaria,Away,1,2,-1,0,0,Loss,0,72000
1994-0342,1994,1994-07-10,Quarter-finals,Knockout,United States,Romania,Sweden,Home,2,2,0,4,5,Loss on penalties,0,83500
1994-0342,1994,1994-07-10,Quarter-finals,Knockout,United States,Sweden,Romania,Away,2,2,0,5,4,Win on penalties,3,83500
1994-0343,1994,1994-07-09,Quarter-finals,Knockout,United States,Italy,Spain,Home,2,1,1,0,0,Win,3,53400
1994-0343,1994,1994-07-09,Quarter-finals,Knockout,United States,Spain,Italy,Away,1,2,-1,0,0,Loss,0,53400
1994-0344,1994,1994-07-09,Quarter-finals,Knockout,United States,Netherlands,Brazil,Home,2,3,-1,0,0,Loss,0,63500
1994-0344,1994,1994-07-09,Quarter-finals,Knockout,United States,Brazil,Netherlands,Away,3,2,1,0,0,Win,3,63500
1994-0345,1994,1994-07-05,Round of 16,Knockout,United States,Nigeria,Italy,Home,1,2,-1,0,0,Loss,0,54367
1994-0345,1994,1994-07-05,Round of 16,Knockout,United States,Italy,Nigeria,Away,2,1,1,0,0,Win,3,54367
